name,date,title,pre_email,company_url
BRUCE MERRIN'S CELEBRITY SPEAKERS BUREAU,"August 17, 2021",Medical futurist Dr. Dan O’Brien signs with Celebrity Speakers Bureau,"['tbond@weareimagine.com', 'brouff@weareimagine.com']",https://www.healthcaredive.com/press-release/20210816-medical-futurist-dr-dan-obrien-signs-with-celebrity-speakers-bureau/
ARCWEB TECHNOLOGIES,"August 12, 2021",Arcweb Technologies and CARIN Alliance Release UX Guide for Digital Health Apps,Not Provided,https://www.healthcaredive.com/press-release/20210812-arcweb-technologies-and-carin-alliance-release-ux-guide-for-digital-health/
ETHERFAX,"August 10, 2021",etherFAX Launches New Federated Service to Digitize Workflows and Improve Interoperability,caroline.smith@springboardpr.com,https://www.healthcaredive.com/press-release/20210810-etherfax-launches-new-federated-service-to-digitize-workflows-and-improve-i/
THE MAGIC FOUNDATION,"August 10, 2021",Children’s Growth Awareness Week Sept. 19-25 to focus on growth disorders,tbond@weareimagine.com,https://www.healthcaredive.com/press-release/20210810-childrens-growth-awareness-week-sept-19-25-to-focus-on-growth-disorders/
INNOVACCER INC.,"August 10, 2021",Innovaccer Unveils the Innovation Accelerator Program at #HIMSS21,sachin_saxena@innovaccer.com,https://www.healthcaredive.com/press-release/20210810-innovaccer-unveils-the-innovation-accelerator-program-at-himss21/
BONE HEALTH TECHNOLOGIES,"August 05, 2021",Bone Health Technologies Appoints Leading Osteoporosis Experts And Clinicians As Scientific Advisory Board Members,michelle@kafkamediagroup.com,https://www.healthcaredive.com/press-release/20210805-bone-health-technologies-appoints-leading-osteoporosis-experts-and-clinicia/
CRICKET HEALTH,"August 05, 2021",Cricket Health Secures $83.5 Million Series B Funding Round Supported by Industry-Leading Clinical Outcomes,cricket@crosscutstrategies.com,https://www.healthcaredive.com/press-release/20210805-cricket-health-secures-835-million-series-b-funding-round-supported-by-in/
INNOVACCER INC.,"August 04, 2021",ACLC and Innovaccer to Jointly Showcase New Value-Based Care Collaborative at HIMSS ‘21,sachin_saxena@innovaccer.com,https://www.healthcaredive.com/press-release/20210804-aclc-and-innovaccer-to-jointly-showcase-new-value-based-care-collaborative/
VIVACARE,"August 02, 2021",Vivacare Partners with Dermatologists to Share Their Psoriasis Expertise With Patients in Honor of Psoriasis Awareness Month,michelle@kafkamediagroup.com,https://www.healthcaredive.com/press-release/20210802-vivacare-partners-with-dermatologists-to-share-their-psoriasis-expertise-wi/
VIRTAMED,"July 29, 2021",Broward Health First U.S. Hospital System Using Innovative VirtaMed Laparoscopic Simulator,alex.gunderson@padillaco.com,https://www.healthcaredive.com/press-release/20210729-broward-health-first-us-hospital-system-using-innovative-virtamed-laparos/
SCIPHER MEDICINE,"July 29, 2021",Scipher Medicine Increases Patient Access for PrismRA® by Expanding Intended Use in Autoimmune Patients,"['Alexander@takeoncommunications.com', 'Andrea.Moore@Scipher.com']",https://www.healthcaredive.com/press-release/20210729-scipher-medicine-increases-patient-access-for-prismra-by-expanding-intende/
JUSTAIR PRO,"July 28, 2021",Poor Quality of PPE and Reusing of Masks Increase Risk of COVID-19 Transmission For Frontline Workers,Not Provided,https://www.healthcaredive.com/press-release/20210728-poor-quality-of-ppe-and-reusing-of-masks-increase-risk-of-covid-19-transmis/
LUNA,"July 23, 2021","Luna, Force Therapeutics Partner for Innovative PT Care Delivery",Not Provided,https://www.healthcaredive.com/press-release/20210723-luna-force-therapeutics-partner-for-innovative-pt-care-delivery-1/
TURQUOISE HEALTH,"July 22, 2021",Turquoise Health Price Transparency Platform Closes $5 Million Funding Round Led By Andreessen Horowitz and Expands Access to Rates Data,Not Provided,https://www.healthcaredive.com/press-release/20210722-turquoise-health-price-transparency-platform-closes-5-million-funding-roun/
GMR WEB TEAM,"July 21, 2021",GMR Web Team Launches Free Online Reputation Scorecard for Healthcare Providers,Not Provided,https://www.healthcaredive.com/press-release/20210720-gmr-web-team-launches-free-online-reputation-scanner-for-healthcare-provide/
ACCUMEN INC.,"July 14, 2021",AUI and Accumen Partner to Increase Crisis Resilience to Natural and Manmade Disasters for Healthcare Sector,Not Provided,https://www.healthcaredive.com/press-release/20210713-aui-and-accumen-partner-to-increase-crisis-resilience-to-natural-and-manmad/
JUSTAIR PRO,"July 13, 2021",Sustained Carbon Dioxide Levels Under Passive Face Masks Exceed Long-Term Limits Set by NIOSH,Not Provided,https://www.healthcaredive.com/press-release/20210713-sustained-carbon-dioxide-levels-under-passive-face-masks-exceed-long-term-l/
ACCARENT HEALTH,"July 12, 2021",Accarent Health Offers Even Greater Access to Nationwide Pediatric Centers of Excellence,Not Provided,https://www.healthcaredive.com/press-release/20210712-accarent-health-offers-even-greater-access-to-nationwide-pediatric-centers/
INNOVACCER INC.,"July 08, 2021",ACLC and Innovaccer to Jointly Launch Industry’s Largest Value-Based Care Collaborative,Not Provided,https://www.healthcaredive.com/press-release/20210708-aclc-and-innovaccer-to-jointly-launch-industrys-largest-value-based-care-c/
TEACHAIDS,"July 08, 2021","Indian Actor Amala Akkineni teams up with S.V. Mahadevan, MD,  for Practical India Covid Education Video from TeachAids",Not Provided,https://www.healthcaredive.com/press-release/20210708-indian-actor-amala-akkineni-teams-up-with-sv-mahadevan-md-for-practica/
ETHERFAX,"July 07, 2021",etherFAX Releases New Artificial Intelligence Solution for Automated Data Extraction,Not Provided,https://www.healthcaredive.com/press-release/20210707-etherfax-releases-new-artificial-intelligence-solution-for-automated-data-e/
VIVACARE,"June 29, 2021",Vivacare Launches Eczema Education Resources in Collaboration with Allergy & Asthma Network,Not Provided,https://www.healthcaredive.com/press-release/20210629-vivacare-launches-eczema-education-resources-in-collaboration-with-allergy/
AMS,"June 22, 2021",AMS 2020 Specialty Drug Trends Report Highlights Egregious Overspend,Not Provided,https://www.healthcaredive.com/press-release/20210621-ams-2020-specialty-drug-trends-report-highlights-egregious-overspend/
INNOVACCER INC,"June 17, 2021",Innovaccer Recognized as an Industry Leader with Top Score in KLAS Population Health Vendor Overview 2021 Report,Not Provided,https://www.healthcaredive.com/press-release/20210617-innovaccer-recognized-as-an-industry-leader-with-top-score-in-klas-populati/
CLAIMLOGIQ,"June 16, 2021",ClaimLogiq Announces First 15-Minute Itemized Bill Review,Not Provided,https://www.healthcaredive.com/press-release/20210616-claimlogiq-announces-first-15-minute-itemized-bill-review/
INNOVACCER INC.,"June 14, 2021",Elevate Health is Building the Future of Connected Medicaid Communities for a Healthier Washington on the Innovaccer Health Cloud,Not Provided,https://www.healthcaredive.com/press-release/20210614-elevate-health-is-building-the-future-of-connected-medicaid-communities-for/
VIRTAMED,"June 10, 2021",Grant awarded for innovative meniscus repair training simulator,Not Provided,https://www.healthcaredive.com/press-release/20210610-grant-awarded-for-innovative-meniscus-repair-training-simulator/
TEACHAIDS,"June 10, 2021",Stanford-Harvard Study Shows Student Athletes Increased Intent to Report Concussions After TeachAids CrashCourse Education,Not Provided,https://www.healthcaredive.com/press-release/20210610-stanford-harvard-study-shows-student-athletes-increased-intent-to-report-co/
ENJIN,"June 09, 2021",Enjin Partners with Health Hero to Launch NFT-powered Wellness App,Not Provided,https://www.healthcaredive.com/press-release/20210609-enjin-partners-with-health-hero-to-launch-nft-powered-wellness-app/
ICARIO,"June 08, 2021",Icario Expands Consumer Engagement and Health Action Platform with Acquisition of ChipRewards,Not Provided,https://www.healthcaredive.com/press-release/20210608-icario-expands-consumer-engagement-and-health-action-platform-with-acquisit/
TALKDESK,"June 03, 2021","Talkdesk Integrates with Epic, Joins Epic App Orchard Gallery",Not Provided,https://www.healthcaredive.com/press-release/20210603-talkdesk-integrates-with-epic-joins-epic-app-orchard-gallery/
INNOVACCER INC.,"June 03, 2021",Innovaccer Recognized in Latest Gartner Reports for Payers,Not Provided,https://www.healthcaredive.com/press-release/20210603-innovaccer-recognized-in-latest-gartner-reports-for-payers/
NET HEALTH,"June 03, 2021",Net Health Founder Patrick Colletti Shares How Healthcare Leaders Can Reinvent Their Organizations,Not Provided,https://www.healthcaredive.com/press-release/20210602-in-new-book-net-health-founder-patrick-colletti-shares-how-healthcare-lead/
VIRGIN PULSE,"June 02, 2021",Virgin Pulse Appoints Healthcare and Technology Leader Chris Michalak as New CEO,Not Provided,https://www.healthcaredive.com/press-release/20210602-virgin-pulse-appoints-healthcare-and-technology-leader-chris-michalak-as-ne/
ONSOMBLE,"June 01, 2021",OnSomble Names Eric Parmenter Chief Executive Officer,Not Provided,https://www.healthcaredive.com/press-release/20210601-onsomble-names-eric-parmenter-chief-executive-officer/
NINES,"June 01, 2021",New ad campaign from Nines emphasizes how innovation can deliver “peace of mind”,Not Provided,https://www.healthcaredive.com/press-release/20210528-new-ad-campaign-from-nines-emphasizes-how-innovation-can-deliver-peace-of/
"TAIWAN SMART CITY DEVELOPMENT PROJECT OFFICE OF INDUSTRIAL DEVELOPMENT BUREAU, M.O.E.A.","May 28, 2021",Smart Healthcare: New invention integrated with Bluetooth positioning technology and a local religious design helps Taiwan’s elderly with dementia find their way home,Not Provided,https://www.healthcaredive.com/press-release/20210528-smart-healthcare-new-invention-integrated-with-bluetooth-positioning-techn-1/
WOLTERS KLUWER,"May 26, 2021",OmniHealth offers UpToDate to help GPs scale clinical efficacy and save significant time,Not Provided,https://www.healthcaredive.com/press-release/20210526-omnihealth-offers-uptodate-to-help-gps-scale-clinical-efficacy-and-save-sig-1/
EXO,"May 26, 2021",Dr. Arun Nagdev Joins MedTech Startup Exo as Senior Director of Clinical Education Leading Exo’s Ultrasound Education Efforts,Not Provided,https://www.healthcaredive.com/press-release/20210526-dr-arun-nagdev-joins-medtech-startup-exo-as-senior-director-of-clinical-ed/
VIVACARE,"May 26, 2021",Vivacare Launches Asthma Education Program in Collaboration with Allergy & Asthma Network,Not Provided,https://www.healthcaredive.com/press-release/20210526-vivacare-launches-asthma-education-program-in-collaboration-with-allergy/
PINNACLE GI PARTNERS,"May 25, 2021",Pinnacle GI Partners Announces Hiring of Chief Executive Officer,Not Provided,https://www.healthcaredive.com/press-release/20210525-pinnacle-gi-partners-announces-hiring-of-chief-executive-officer/
AMS,"May 19, 2021",AMS Accelerates Growth with Key Executive Hire,Not Provided,https://www.healthcaredive.com/press-release/20210518-ams-accelerates-growth-with-key-executive-hire/
NINJIO PEOPLE,"May 19, 2021",NINJIO PEOPLE Offers Complimentary Access to Employee Burnout Training for Mental Health Awareness Month,Not Provided,https://www.healthcaredive.com/press-release/20210518-ninjio-people-offers-complimentary-access-to-employee-burnout-training-for/
JACOB AND ASSOCIATES HEALTHCARE SOLUTIONS,"May 14, 2021",Jacob and Associates Healthcare Solutions  lists medical business entity for sale in Los Angeles,Not Provided,https://www.healthcaredive.com/press-release/20210512-jacob-and-associates-healthcare-solutions-lists-medical-business-entity-fo/
VILLAGEMD,"May 12, 2021",CMS Launches its New Direct Contracting Program; VillageMD is the Largest Participating Sponsor,Not Provided,https://www.healthcaredive.com/press-release/20210512-cms-launches-its-new-direct-contracting-program-villagemd-is-the-largest-p/
INNOVACCER INC.,"May 11, 2021",Integra Community Care Network Partners Builds the Future of Community Healthcare on the Innovaccer Health Cloud,Not Provided,https://www.healthcaredive.com/press-release/20210511-integra-community-care-network-partners-builds-the-future-of-community-heal/
CENTIVO,"May 11, 2021",Centivo Named by BHCG as Health Plan Offering for Employers in Eastern Wisconsin,Not Provided,https://www.healthcaredive.com/press-release/20210511-centivo-named-by-bhcg-as-health-plan-offering-for-employers-in-eastern-wisc/
TURQUOISE HEALTH,"May 10, 2021",Turquoise Health Opens Price Transparency Data Platform to Researchers at No Cost,Not Provided,https://www.healthcaredive.com/press-release/20210510-turquoise-health-opens-price-transparency-data-platform-to-researchers-at-n/
ICARIO,"May 06, 2021",Icario Partners with CVC to Fuel Next Phase of Growth,Not Provided,https://www.healthcaredive.com/press-release/20210506-icario-partners-with-cvc-to-fuel-next-phase-of-growth/
ACCARENT HEALTH,"May 05, 2021",Accarent Health Increases Transplant Coverage in the Midwest,Not Provided,https://www.healthcaredive.com/press-release/20210505-accarent-health-increases-transplant-coverage-in-the-midwest/
CRICKET HEALTH,"May 04, 2021","Cricket Health StageSmart™ and MyCricket™ Platforms Achieve Hospital Admission Reductions, High Engagement in First Year of Deployment",Not Provided,https://www.healthcaredive.com/press-release/20210504-cricket-health-stagesmarttm-and-mycrickettm-platforms-achieve-hospital-admi/
CENTIVO,"May 04, 2021","Centivo launches new health plan for self-funded employers in Iowa utilizing Incirca Health Network, powered by MercyOne",Not Provided,https://www.healthcaredive.com/press-release/20210504-centivo-launches-new-health-plan-for-self-funded-employers-in-iowa-utilizin/
INNOVACCER INC.,"April 29, 2021",Blue Cross Blue Shield of Arizona Leverages the Innovaccer Health Cloud to Prepare for CMS Interoperability Compliance,Not Provided,https://www.healthcaredive.com/press-release/20210429-blue-cross-blue-shield-of-arizona-leverages-innovaccer-health-cloud-to-prep/
